en;it;es;Fr
\c[14]DARK FOREST BOSS§Here we have a smaller version of the carnivorous§plant, coming from the n-th spell of the Teorhemas§Crystal!;\c[14]BOSS FORESTA OSCURA§Ed ecco una versione ridotta anche della pianta§carnivora gigante venuta fuori dall'ennesimo§sortilegio del Cristallo di Teorhemas!;\c[14]JEFE DEL BOSQUE OSCURO§Aquí tenemos una versión más pequeña de la planta§carnívora, que proviene del hechizo n-ésimo del§Cristal de Teorhemas!;\c[14]BOSS DE LA FORET OBSCURE§Ici une version mini de la plante carnivore, venant§du én-ième sort du Cristal de Teorhemas !
\c[14]EVOLVED BOSS§The advanced version of the first boss!§Came back to life and enhanced thanks to the§unbelievable power of the Teorhemas Crystal!;\c[14]BOSS EVOLUTO§La versione più evoluta del primo boss!§Riportato in vita e potenziato con l'incredibile§potere del Cristallo di Teorhemas!;\c[14]JEFE EVOLUCIONADO§La versión mejorada del primer jefe!§Volvió a la vida y mejoró gracias al increíble poder§del Cristal de Teorhemas!;\c[14]BOSS EVOLUE§La version avancée du premier boss !§Revenu à la vie et amélioré grâce à la puissance§incroyable du Cristal de Teorhemas !
\c[14]FINALBOSS§The terrible Finalboss!§He looks so nice... You could have become good§friends.;\c[14]BOSSFINALE§Il tremendo Bossfinale!§Guarda com'è simpatico... Avreste potuto diventare§grandi amici.;\c[14]JEFEFINAL§El terrible Jefefinal!§Se ve tan agradable... Podrían haberse convertido§en grandes amigos.;\c[14]BOSSFINAL§Le terrible Bossfinal !§Il a l'air si aimable...Vous auriez pu devenir bons§amis.
\c[14]TRANSFORMED FINALBOSS§That's what the Teorhemas Crystal could do when it§is used in the wrong way...;\c[14]BOSSFINALE TRASFORMATO§Ecco cosa può fare il Cristallo di Teorhemas se non§viene usato nel modo corretto...;\c[14]JEFEFINAL TRANSFORMADO§Eso es lo que podría hacer el Cristal de Teorhemas§cuando se usa de manera incorrecta ...;\c[14]BOSSFINAL TRANSFORME§C'est ce que le Cristal de Teorhemas peut faire§quand il est mal utilisé...
\c[14]ENEMY 1;\c[14]NEMICO 1;\c[14]ENEMIGO 1;\c[14]ENNEMI 1
\c[14]ENEMY 2;\c[14]NEMICO 2;\c[14]ENEMIGO 2;\c[14]ENNEMI 2
\c[14]NINJA§Faster than any other enemy!;\c[14]NINJA§Più agili di qualsiasi altro nemico!;\c[14]NINJA§Mas rápido que cualquier otro enemigo!;\c[14]NINJA§Plus rapide que n'importe quel autre ennemi !
\c[14]ZOMBIE§Only the Zombiesbane can defeat them.;\c[14]ZOMBIE§Solo l'Ammazzazombie può sconfiggerli.;\c[14]ZOMBI§Solo el destrozazombis puede derrotarlo.;\c[14]ZOMBIE§Seuls les Fléauzombies peuvent les vaincre.
\c[14]ENEMY 3;\c[14]NEMICO 3;\c[14]ENEMIGO 3;\c[14]ENNEMI 3
\c[14]ENEMY 4§Resistant to fire, weak to ice.;\c[14]NEMICO 4§Resistenti al fuoco, deboli al ghiaccio.;\c[14]ENEMIGO 4§Resistente al fuego, débil ante el hielo.;\c[14]ENNEMI 4§Résistant au feu, faible face à la glace.
\c[14]CHARCOAL§An enemy spawned from the core of the Volcanic§Depths.§Fire is useless against him, but ice will destroy him.;\c[14]CARBONELLO§Questi nemici nascono dalle fiamme dei vulcani, gli§attacchi di fuoco sono completamente inutili, invece§il ghiaccio li distrugge.;\c[14]CARBON§Un enemigo surgido del núcleo de las Profundidades§Volcánicas.§El fuego es inútil contra él, pero el hielo lo destruirá.;\c[14]CHARBON§Un ennemi naît du cœur des Profondeurs§Volcaniques.§Le feu est inutile contre lui, mais la glace le détruit.
\c[14]ICICLE§Their bodies are constantly frozen from exposure to§their icy habitat.§Fire kills them instantly.;\c[14]GHIACCIOLI§Questi nemici sono completamente ghiacciati, vivono§solo nei posti più freddi.§Il fuoco li distrugge.;\c[14]CARAMBANO§Sus cuerpos están constantemente congelados por la§exposición a su hábitat helado.§El fuego los mata instantáneamente.;\c[14]SORBET§Leurs corps sont constamment gelés à cause de§l'exposition de leur habitat glacé.§Le feu les tue instantanément.
\c[14]SHADOW§Fearsome creatures that wander around the Dark§Forest.;\c[14]OMBRA§Temibili esseri che si aggirano per la Foresta Oscura.;\c[14]SOMBRA§Termibles criaturas que deambulan por el Bosque§Oscuro.;\c[14]OMBRE§Créature effrayante errant à travers la Forêt Obscure.
\c[14]ENEMY 5;\c[14]NEMICO 5;\c[14]ENEMIGO 5;\c[14]ENNEMI 5
\c[14]KING§What would we do without him?;\c[14]RE§Come si farebbe senza di lui...;\c[14]REY§Que haríamos sin el?;\c[14]ROI§Que ferions-nous sans lui ?
\c[14]PEASANT 4§Go to him if you think you have defeated a§considerable amount of enemies.;\c[14]CITTADINO 4§Vai da lui se credi di aver eliminato un numero§considerevole di nemici.;\c[14]CAMPESINO 4§Ve con él si crees que has derrotado a una cantidad§considerable de enemigos.;\c[14]PAYSAN 4§Va le voir lorsque tu penses avoir vaincu un nombre§considérable d'ennemis.
\c[14]PEASANT 5§You want a bandana like his, don't you?;\c[14]CITTADINO 5§La vorresti una bandana come la sua, eh?!;\c[14]CAMPESINO 5§Quieres un pañuelo como este, no es así?;\c[14]PAYSAN 5§Tu veux un bandana comme le sien, n'est-ce pas ?
\c[14]PEASANT 2§Probably is not able to open his mouth.;\c[14]CITTADINO 2§Probabilmente non è in grado di aprire la bocca.;\c[14]CAMPESINO 2§Probablemente no sea capaz de abrir su boca.;\c[14]PAYSAN 2§Ne sait pas parler, probablement.
\c[14]PEASANT 7§What's so funny?;\c[14]CITTADINO 7§Cosa c'è da ridere?;\c[14]CAMPESINO 7§Que es tan gracioso?;\c[14]PAYSAN 7§Qu'est-ce qu'il y a de drôle ?
\c[14]PEASANT 1;\c[14]CITTADINO 1;\c[14]CAMPESINO 1;\c[14]PAYSAN 1
\c[14]PEASANT 6;\c[14]CITTADINO 6;\c[14]CAMPESINO 6;\c[14]PAYSAN 6
\c[14]PEASANT 3§He looks like you... too much.;\c[14]CITTADINO 3§Vi assomigliate un po' troppo...;\c[14]CAMPESINO 3§Se parece a ti... demasiado.;\c[14]PAYSAN 3§Il te ressemble... un peu trop.
\c[14]BUTCHER§Thanks to him and his meat you managed to save§yourself in the most dangerous situations.;\c[14]VENDITORE DI SALUMI§Grazie a lui e alla sua carne sei riuscito a salvarti§nelle situazioni più disastrose.;\c[14]CARNICERO§Gracias a él ya su carne lograste salvarte en las§situaciones más peligrosas.;\c[14]BOUCHER§Grâce à lui et sa viande tu as réussi à survivre dans§les situations les plus dangereuses.
\c[14]TAY§He is looking for his friend...;\c[14]TAY§Sta cercando il suo amico...;\c[14]TAY§Está buscando a su amigo...;\c[14]TAY§Il cherche son ami...
\c[14]OURHERO§Hey, here you are!§Number one hero, unmatched!;\c[14]NOSTROEROE§Hey, ci sei pure tu!§L'eroe numero uno, incontrastato!;\c[14]NUESTROHEROE§Oye, aquí estás!§Héroe numero uno, incomparable!;\c[14]NOTREHEROS§Hé, te voilà !§Héros sans égal !
\c[14]HERO 2§He gave you the Electric Sword and taught you how§to use the Lightning skill!;\c[14]EROE 2§Grazie a lui hai ottenuto la tua Spada Elettrica, che§lancia scariche elettriche!;\c[14]HEROE 2§Te dio la Espada Eléctrica y te enseñó a usar la§habilidad Rayo!;\c[14]HEROS 2§Il t'a donné l'Epée Electrique et t'a enseigné la§Compétence de l'Eclair !
\c[14]HERO 3§Nobody knows how many tough challenges these§heroes faced...§The Controller Crystal comes from him!;\c[14]EROE 3§Chissà quali ardue imprese hanno affrontato questi§valorosi eroi...§Il Cristallo Controllore proviene da lui!;\c[14]HEROE 3§Nadie sabe cuántos desafíos difíciles enfrentaron§estos héroes...§El Controlador del Cristal viene de él!;\c[14]HEROS 3§Personne ne sait à combien d'épreuves ces héros§ont dû faire face...§Le Cristal de Contrôle vient de lui !
\c[14]GUARD§Loyal guard of the King's castle!;\c[14]GUARDIA§Fedele guardia del castello del Re!;\c[14]GUARDIA§Guardia leal del castillo del Rey!;\c[14]GARDE§Garde loyal du Palais Royal !
\c[14]GUARD 2§This guard dabbles in blacksmithing.§He can craft and upgrade weapons!;\c[14]GUARDIA 2§Questa guardia si occupa di costruire armi e§potenziarle quanto più può.;\c[14]GUARDIA 2§Este guardia incursiona en la herrería.§¡Puede fabricar y mejorar armas!;\c[14]GARDE 2§Ce garde trempe dans la forge.§Il sait fabriquer et améliorer les armes !
\c[14]SAGE 1§There are rumors that his hat is not actually a hat.;\c[14]SAGGIO 1§Alcuni hanno dei dubbi che quella cosa in testa sia§veramente una bandana.;\c[14]SABIO 1§Hay rumores de que su sombrero no es en realidad§un sombrero.;\c[14]SAGE 1§Le bruit court que son chapeau n'en serait pas§vraiment un.
\c[14]SAGE 2§He really likes lavish necklaces...;\c[14]SAGGIO 2§Gli piacciono le collane luccicanti...;\c[14]SABIO 2§Le gustan mucho los collares lujosos...;\c[14]SAGE 2§Il aime beaucoup les colliers ostentatoires...
\c[14]SAGE 3§Ah, the sages...§So fugly.;\c[14]SAGGIO 3§Ah, i saggi...§Uno più brutto dell'altro.;\c[14]SABIO 3§Ah, los sabios...§Uno mas feo que el otro.;\c[14]SAGE 3§Ah, les sages...§Quelles mochetés.
\c[14]SAGE 4§Ugly as his brother.;\c[14]SAGGIO 4§Brutto come suo fratello.;\c[14]SABIO 4§Feo como su hermano.;\c[14]SAGE 4§Aussi vilain que son frère.
\c[14]SAGE 5§The last of the five sages.§And so the Finalboss gate opened...;\c[14]SAGGIO 5§L'ultimo dei cinque saggi.§E il cancello di Bossfinale si aprì...;\c[14]SABIO 5§El último de los cinco sabios.§Y se abrió el portón de Jefefinal.;\c[14]SAGE 5§Le dernier des cinq sages.§Et ainsi le portail de Bossfinal s'ouvrit...
Looks like someone has arrived in the forest...;Sembra che qualcuno sia arrivato nella foresta...;Parece que alguien ha llegado al bosque...;Il semblerait que quelqu'un soit arrivé dans la forêt...
