en;it;es;Fr
The gate to enter the Finalboss Castle is locked.\|§But we, the Sages, can combine our powers to open§the way forward for the hero!;L'entrata del Castello di Bossfinale è bloccata.\|§Ma noi, i Magici Saggi, riuniti con il nostro potere,§potremmo aprire le porte del castello per farvi§entrare un valoroso eroe!;El portón para entrar al Castillo de Jefefinal está§bloqueado.\|§Pero nosotros, los sabios, podemos combinar§nuestros poderes para abrirle el camino al héroe!;La grille d'entrée du Château de Bossfinal est§verrouillée.\| Mais nous, les Sages, pouvons combiner§nos pouvoirs afin d'ouvrir la voie pour le héros !
That hero is you!\|§Except that the evil Finalboss kidnapped the other§sages.\| You are the only one who can set them free,§Ourhero!;Quell'eroe sei tu!\|§Il problema è che il malvagio Bossfinale ha catturato§gli altri saggi.\. Tu sei l'unico che può liberarli,§Nostroeroe!;El héroe eres tu!\|§Excepto que el malvado Jefefinal ha secuestrado a§los otros sabios.\|§Tu eres el único que puede liberarlos, Nuestrohéroe!;Ce héros, c'est toi !\|§Sauf que le démoniaque Bossfinal a enlevé les autres§sages.\|§Toi seul peut les libérer, Notrehéros !
Each Sage is imprisoned in a different region of our§kingdom, and needs your help!§Good luck on your quest, Ourhero!;Visita ogni parte del regno.\.§Qui troverai i saggi che aspettano il tuo aiuto!§Siamo con te, Nostroeroe!;Cada Sabio está encarcelado en una región diferente§de nuestro reino y necesita tu ayuda!§Buena suerte en tu búsqueda, Nuestrohéroe!;Chaque Sage est retenu captif dans une région§différente de notre royaume, et a besoin de ton aide !§Bonne chance dans ta quête, Notrehéros !
Do you have a Revolt Sword II you want to upgrade?§Upgrade sword§Cancel;Hai una Spada della Rivolta II che vuoi potenziare?§Potenzia spada§Annulla;Tienes una Espada de Rev. II que quieras mejorar?§Mejorar espada§Cancelar;As-tu une Epée de Révolte II à améliorer ?§Améliorer l'épée§Annuler
Thank you again for freeing me!;Grazie ancora per avermi liberato!;Gracias de nuevo por liberarme!;Merci encore de m'avoir libéré !
\nb[OURHERO]Thanks to you for the Controller Crystal!;\nb[NOSTROEROE]Grazie a te per Cristallo Controllore!;\nb[NUESTROHEROE]Gracias a ti por el Controlador de Cristal!;\nb[NOTREHEROS]Merci à toi pour le Cristal de Contrôle !
If you like, I can sell you something really useful!;Se vuoi posso venderti qualcosa di molto utile!;Si quieres, puedo venderte algo verdaderamente útil!;Si tu veux, je peux te vendre quelque chose de très§intéressant !
A mission? Sure, the Volcanic Depths are burning§right now...;Una missione? Ti posso dire che le Profondità del§Vulcano stanno andando a fuoco...;Una misión? Claro, las Profundidades Volcánicas§están ardiendo ahora mismo...;Une mission? Bien sûr, les Profondeurs Volcaniques§sont brûlantes en ce moment même...
If you could put the flames out with an icy sword,§I would be very glad to give you a proper reward!;Se tu spegnessi tutte le fiamme con una spada di§ghiaccio, potrei darti un'adeguata ricompensa!;Si apagas todas las llamas con una Espada de Hielo,§podría darte una recompensa adecuada!;Si tu pouvais éteindre les flammes avec une épée de§glace, Je serais très heureux de te donner une belle§récompense !
You put out \v[16] flames out of 28.;Fin'ora hai spento \v[16] fiamme su 28.;Has apagado \v[16] llamas de 28.;Tu as éteins \v[16] flammes sur 28.
Awesome, you put out all the flames in the Volcanic§Depths!;Complimenti, hai spento tutte le fiamme accese§nelle Profondità del Vulcano!;Asombroso, has apagado todas las llamas en las§Profundidades Volcánicas!;Magnifique, tu as éteint toutes les flammes des§Profondeurs Volcaniques !
\nb[SAGES]The gate is open!;\nb[SAGGI]La porta è aperta!;\nb[SABIO]El portón está abierto!;\nb[SAGES]Le portail est ouvert !
