en;it;es;Fr
\nb[KING]Yeah, maybe... It could be for something like this...\|§Go, fight the enemies, go!;\nb[RE]Sì, forse... Può essere anche per quello...\|§Vai, combatti i nemici, va'!;\nb[REY]Si, tal vez... Puede ser para algo como esto...\|§Ahora ve y combate contra los enemigos!;\nb[ROI]Ouais, peut-être... Ça pourrait être quelque chose§comme-ça...\|§Va, combat les ennemis, va!
\nb[OURHERO]Yes sire!;\nb[NOSTROEROE]Sì!;\nb[NUESTROHEROE]Si señor!;\nb[NOTREHEROS]Oui, votre altesse !
\c[9]STE'S PROJECT§presents...\|\|\^;\c[9]STE'S PROJECT§presenta...\|\|\^;\c[9]STE'S PROJECT§presenta...\|\|\^;\c[9]STE'S PROJECT§présente...\|\|\^
\nb[OURHERO]My sireee, my sireee!;\nb[NOSTROEROE]Mio sireee, mio sireee!;\nb[NUESTROHEREO]Mi señooor, mi señooor!;\nb[NOTREHEROS]Mon seigneur, Mon seigneuuuuuur !
\nb[KING]Tell me, Ourhero...;\nb[RE]Dimmi, Nostroeroe...;\nb[REY]Dime, Nuestrohéroe...;\nb[ROI]Parle, Notrehéros...
\nb[OURHERO]I defeated a lot of enemies!\|§They must be the ones who stole the Teorhemas§Crystal!;\nb[NOSTROEROE]Ho sconfitto tantissimi nemici!\|§Saranno stati loro a rubare il prezioso Cristallo di§Teorhemas!;\nb[NUESTROHEROE]Derroté a muchos enemigos!\|§Deben ser los que robaron el Cristal de Theoremas!;\nb[NOTREHEROS]J'ai vaincu de nombreux ennemis !\|§Ils doivent avoir volé le Cristal de Teorhemas !
\nb[KING]Uhm, then go find them and get the crystal back!;\nb[RE]Uhm, allora non ti resta altro che partire alla ricerca§del cristallo!;\nb[REY]Uhm, entonces ve y recupera el cristal!;\nb[ROI]Mmmh, alors, trouve les et rapporte notre Cristal !
\nb[KING]You must retrieve it.§Our Kingdom has been entrusted to guard and§protect the crystal...;\nb[RE]Devi assolutamente recuperarlo.§Al nostro regno è stato affidato il compito di§custodire e proteggere il cristallo...;\nb[REY]Debes recuperarlo.§Nuestro Reino ha sido confiado para guardar y§proteger el cristal...;\nb[ROI]Tu dois le retrouver.§C'est à notre Royaume qu'a été confié le Cristal afin§de le garder et le protéger...
\nb[KING]Do you know what would happen if it fell in the§wrong hands?;\nb[RE]Sai cosa accadrebbe se finisse nelle mani sbagliate?;\nb[REY]¿Sabes que pasaría si cayera en las manos§equivocadas?;\nb[ROI]Sais-tu ce qui arriverait s'il tombait entre de§mauvaises mains ?
\nb[OURHERO]No.;\nb[NOSTROEROE]No.;\nb[NUESTROHEROE]No.;\nb[NOTREHEROS]Non.
\nb[KING]Great.;\nb[RE]Bene.;\nb[REY]Genial.;\nb[ROI]Génial.
\nb[KING]Go, Ourhero, get out of my castle and start your§adventure!;\nb[RE]Vai, Nostroeroe, esci dal mio castello e dai inizio§alla tua avventura!;\nb[REY]Ve, Nuestrohéroe, sal de mi castillo y comienza tu§aventura!;\nb[ROI]Va, Notrehéros, quitte ce château et que démarre ton§aventure!
\nb[KING]Take this Sword Case. It lets you carry and switch§between any sword you find on our journey!\|§Good luck!;\nb[RE]Prendi questa fodera, potrai riporre al suo interno§ogni spada che otterrai durante il tuo viaggio!\|§Buona fortuna!;\nb[REY]Toma esta Funda para la Espada. Te permite llevar y§cambiar entre cualquier espada que encuentres en§nuestro viaje!\|§¡Buena Suerte!;\nb[ROI]Prends ce Fourreau. Il te permet de transporter et§utiliser toutes les épées que tu trouveras sur ton§chemin !\|§Bonne chance !
\nb[KING]Darn it all, Ourhero!§That villain has made off with our precious§Teorhemas Crystal!;\nb[RE]Dannazione, Nostroeroe!§Non dovevamo lasciare fuggire quel malefico con il§nostro Cristallo di Teorhemas!;\nb[REY]Maldita sea, Nuestrohéroe! ¡Ese villano se ha llevado§nuestro precioso Cristal de Theoremas!;\nb[ROI]Qu'il soient damnés, Notrehéros!§Ce patibulaire s'est fait la malle avec notre précieux§Cristal de Teorhemas !
\nb[KING]I know why he was here!§He wanted to kill me, to kill me!;\nb[RE]Io lo so perchè era qua!§Voleva uccidermi, uccidermi!;\nb[REY]¡Sé por qué estaba aquí!§El quería matarme, matarme!;\nb[ROI]Je sais ce qu'il faisait là !§Il est venu me tuer, me tuer !
\nb[KING]So that he would wrest control of the kingdom from§me, and then move on to the entire world!;\nb[RE]Così avrebbe preso il controllo del regno e poi del§mondo intero!;\nb[REY]Para que me arrebatara el control del reino, y luego§pasara al mundo entero!;\nb[ROI]Afin de prendre le contrôle et s'emparer du reste§du monde !
\nb[KING]Right now he must be in hiding, raising another§army and bolstering his forces for an ever bigger§attack!;\nb[RE]A questo punto credo solo una cosa vorrà fare...§Vorrà potenziarsi e... Tornare!§Con un esercito ancora più potente per farmi fuori!;\nb[REY]¡Ahora mismo debe estar escondido, levantando otro§ejército y reforzando sus fuerzas para un ataque§cada vez mayor!;\nb[ROI]En ce moment-même, il doit se cacher, soulevant§une autre armée et regroupant ses forces pour une§attaque plus puissante !
\nb[KING]You have to stop him! The villagers have spotted§him fleeing through the Water City!§He left a lot of goons in his wake, so be careful!;\nb[RE]Devi fermarlo! Gli abitanti del villaggio l'hanno§visto fuggire a sud...\.§Dovrai attraversare la Città dell'Acqua, ma attento!§Lì è pieno di suoi scagnozzi!;\nb[REY]¡Tienes que detenerlo! Los aldeanos lo han visto§huyendo a través de la Ciudad de Agua!§Dejó muchos matones a su pasom asi que ten§cuidado!;\nb[ROI]Arrête-le! Les villageois l'ont repéré fuyant à travers§la Cité de l'Eau !§Il a laissé beaucoup de ses gorilles sur son chemin,§prends garde !
\nb[OURHERO]I'll be careful.\. Any chance I can get another weapon§or upgrade for my trouble?;\nb[NOSTROEROE]Okay, starò attento, però dammi qualche§potenziamento o un'arma incredibilmente forte!;\nb[NUESTROHEROE]Tendré cuiado.\. ¿Alguna posibilidad de que pueda§conseguir otra arma o mejorar la que tengo?;\nb[NOTREHEROS]Je serai prudent.\. Ce serait possible d'obtenir une§autre arme ou une amélioration pour la peine ?
\nb[KING]Here, have a slab of meat.;\nb[RE]Tieni, una fetta di carne.;\nb[REY]Toma, aquí tienes un trozo de carne.;\nb[ROI]Tiens, prends ce morceau de viande.
\nb[KING]A long adventure full of battles awaits you, Ourhero!§Go, you have to retrieve the Teorhemas Crystal!;\nb[RE]Ti aspetta una lunga avventura piena di battaglie,§Nostroeroe!§Va', devi recuperare il Cristallo di Teorhemas!;\nb[REY]Te espera una larga aventura llena de batallas,§Nuestrohéroe!§Ahora ve, tienes que recuperar el Cristal de§Theoremas!;\nb[ROI]Une longue aventure pleine de batailles t'attend,§Notrehéros!§Va, tu dois retrouver le Cristal de Teorhemas !
\nb[KING]You have to go through the Water City to chase§that guy!;\nb[RE]Devi attraversare la Città dell'Acqua per raggiungere§quel tizio!;\nb[REY]Tienes que atravesar la Ciudad de Agua para§perseguir a ese tipo!;\nb[ROI]Passe par la Cité de l'Eau pour poursuivre ce type !
\nb[KING]Some sages would be able to open the gate to the§Finalboss Castle?§I would never have said that! Well, get help from§them!;\nb[RE]Dei saggi riuscirebbero ad aprire la porta del§Castello di Bossfinale?§Non l'avrei mai detto! Bene, fatti aiutare da loro!;\nb[REY]Algunos sabios podrían abrir la puerta del Castillo§de Jefefinal?§Yo nunca hubiera dicho eso! Bueno, consigue su§ayuda!;\nb[ROI]Des sages seraient capables d'ouvrir le portail du§Château de Bossfinal ?§Je n'aurais jamais dit ça ! Eh bien, obtiens de l'aide§de leur part !
\nb[KING]Well done, Ourhero!§We are all proud of you!;\nb[RE]Ben fatto, Nostroeroe!§Siamo tutti fieri di te!;\nb[REY]Bien hecho, Nuestrohéroe!§¡Estamos todos muy orgullosos de ti!;\nb[ROI]Bien joué, Notrehéros !§Nous sommes tous fiers de toi !
OURHERO! OURHERO!;NOSTROEROE! NOSTROEROE!;NUESTROHEROE! NUESTROHEROE!;NOTREHEROS! NOTREHEROS!
